Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
693,Ryan Walker,28,SFG,NL,76,1,0,80.0,11,5,6,0,0,1.000,,,0,0,1.24,1.36,0.14,1.34,,,,,,,1,,walkery01
694,Cade Povich,24,BAL,AL,16,16,0,79.2,11,2,9,0,2,1.000,,,2,5,1.24,1.31,0.69,1.29,,,,,,,1,,povicca01
695,Patrick Sandoval,27,LAA,AL,16,16,0,79.2,11,1,9,1,0,.909,,,2,5,1.13,1.31,0.63,1.29,,,,,,,1,,sandopa02
696,Javier Sanoja,21,MIA,NL,13,9,5,79.2,22,13,9,0,2,1.000,0,0,1,15,2.49,3.20,1.57,3.05,,,,,,,/8H647D,,sanojja01
697,Michael Soroka,26,CHW,AL,25,9,0,79.2,12,3,7,2,0,.833,,,-1,-3,1.13,1.31,0.40,1.29,,,,,,,1,,sorokmi01
698,Shane Baz,25,TBR,AL,14,14,0,79.1,7,4,3,0,1,1.000,,,1,3,0.79,1.30,0.50,1.29,,,,,,,1,,bazsh01
699,Michael Tonkin,34,3TM,2LG,57,0,0,79.1,13,6,7,0,1,1.000,,,-1,-3,1.47,1.33,0.23,1.29,,,,,,,1,,tonkimi01
699,Michael Tonkin,34,2TM,AL,52,0,0,72.1,11,4,7,0,1,1.000,,,-1,-3,1.37,1.32,0.21,1.29,,,,,,,1,,tonkimi01
699,Michael Tonkin,34,NYM,NL,5,0,0,7.0,2,2,0,0,0,1.000,,,0,0,2.57,1.41,0.40,1.34,,,,,,,/1,,tonkimi01
699,Michael Tonkin,34,MIN,AL,13,0,0,16.1,4,3,1,0,0,1.000,,,-2,-24,2.20,1.32,0.31,1.29,,,,,,,1,,tonkimi01
699,Michael Tonkin,34,NYY,AL,39,0,0,56.0,7,1,6,0,1,1.000,,,1,4,1.13,1.32,0.18,1.29,,,,,,,1,,tonkimi01
700,Keegan Akin,29,BAL,AL,66,0,0,78.2,7,0,7,0,0,1.000,,,2,5,0.80,1.32,0.11,1.29,,,,,,,1,,akinke01
701,Bryan Abreu,27,HOU,AL,78,0,0,78.1,8,5,3,0,0,1.000,,,-2,-5,0.92,1.31,0.10,1.29,,,,,,,1,,abreubr01
702,Tylor Megill,28,NYM,NL,16,15,0,78.0,18,7,11,0,1,1.000,,,2,5,2.08,1.36,1.13,1.34,,,,,,,1,,megilty01
703,Graham Ashcraft,26,CIN,NL,15,15,0,77.1,21,10,8,3,0,.857,,,-1,-3,2.09,1.36,1.20,1.34,,,,,,,1,,ashcrgr01
704,Slade Cecconi,25,ARI,NL,20,13,0,77.0,9,3,6,0,0,1.000,,,0,0,1.05,1.36,0.45,1.34,,,,,,,1,,ceccosl01
705,Johnathan Rodríguez,24,CLE,AL,11,9,5,77.0,13,12,1,0,0,1.000,-1,-20,-3,-47,1.52,2.27,1.18,2.24,,,,,,,9/H7D,,rodrijo10
706,Cody Bradford,26,TEX,AL,14,13,0,76.1,13,4,8,1,1,.923,,,1,3,1.41,1.31,0.86,1.29,,,,,,,1,,bradfco01
707,Gavin Williams,24,CLE,AL,16,16,0,76.0,13,3,9,1,0,.923,,,0,0,1.42,1.31,0.75,1.29,,,,,,,1,,williga01
708,Josh Winckowski,26,BOS,AL,40,6,0,76.0,15,9,6,0,1,1.000,,,-1,-3,1.78,1.31,0.38,1.29,,,,,,,1,,winckjo01
709,Triston McKenzie,26,CLE,AL,16,16,0,75.2,12,9,2,1,0,.917,,,-2,-5,1.31,1.31,0.69,1.29,,,,,,,1,,mckentr01
710,Walker Buehler,29,LAD,NL,16,16,0,75.1,18,9,8,1,2,.944,,,-1,-3,2.03,1.36,1.06,1.34,,,,,,,1,,buehlwa01
711,Oscar Colás,25,CHW,AL,11,8,6,75.1,16,16,0,0,0,1.000,-1,-22,0,0,1.91,2.27,1.45,2.24,,,,,,,/98H,,colasos01
712,Cade Smith,25,CLE,AL,74,0,0,75.1,7,4,3,0,0,1.000,,,1,3,0.84,1.31,0.09,1.29,,,,,,,1,CYA-9ROY-5,smithca06
713,Niko Goodrum,32,2TM,AL,12,7,7,75.1,25,15,7,3,2,.880,-6,-102,-5,-80,2.63,3.72,1.83,3.97,,,,,,,/7H3546,,goodrni01
713,Niko Goodrum,32,TBR,AL,8,3,3,39.1,14,7,6,1,1,.929,-2,-61,-2,-61,2.97,3.59,1.63,4.05,,,,,,,/7H346,,goodrni01
713,Niko Goodrum,32,LAA,AL,4,4,4,36.0,11,8,1,2,1,.818,-4,-147,-3,-100,2.25,3.85,2.25,3.80,,,,,,,/53,,goodrni01
714,Paul Blackburn,30,2TM,2LG,14,14,0,75.1,17,5,11,1,0,.941,,,1,3,1.91,1.33,1.14,1.31,,,,,,,1,,blackpa01
714,Paul Blackburn,30,OAK,AL,9,9,0,51.0,9,5,3,1,0,.889,,,-1,-4,1.41,1.31,0.89,1.29,,,,,,,/1,,blackpa01
714,Paul Blackburn,30,NYM,NL,5,5,0,24.1,8,0,8,0,0,1.000,,,2,16,2.96,1.37,1.60,1.34,,,,,,,/1,,blackpa01
715,Blake Dunn,25,CIN,NL,17,7,3,75.0,18,18,0,0,0,1.000,2,35,0,0,2.16,2.21,1.06,2.18,,,,,,,7/H89D,,dunnbl01
716,Hunter Gaddis,26,CLE,AL,78,0,0,74.2,13,5,6,2,0,.846,,,2,5,1.33,1.31,0.14,1.29,,,,,,,1,,gaddihu01
717,Emmanuel Clase,26,CLE,AL,74,0,0,74.1,11,4,5,2,1,.818,,,-1,-3,1.09,1.31,0.12,1.29,,,,,,,1,ASCYA-3MVP-11,claseem01
718,Luis De Los Santos,26,TOR,AL,12,8,5,74.1,31,12,17,2,0,.935,2,24,1,16,3.51,2.71,2.07,3.20,,,,,,,5/H37,,deloslu03
719,Joey Wiemer,25,2TM,NL,19,6,4,74.1,13,12,0,1,0,.923,0,-2,2,32,1.45,2.20,0.63,2.18,,,,,,,7/H89D,,wiemejo01
719,Joey Wiemer,25,MIL,NL,17,6,4,69.1,12,11,0,1,0,.917,-1,-10,2,35,1.43,2.21,0.65,2.18,,,,,,,7/H89D,,wiemejo01
719,Joey Wiemer,25,CIN,NL,2,0,0,5.0,1,1,0,0,0,1.000,1,120,0,0,1.80,2.16,0.50,2.20,,,,,,,/789,,wiemejo01
720,José Buttó,26,NYM,NL,30,7,0,74.0,10,5,5,0,1,1.000,,,2,5,1.22,1.36,0.33,1.34,,,,,,,1,,buttojo01
721,Joe Ross,31,MIL,NL,25,10,0,74.0,8,5,3,0,0,1.000,,,0,0,0.97,1.36,0.32,1.34,,,,,,,1,,rossjo01
722,Merrill Kelly,35,ARI,NL,13,13,0,73.2,16,9,5,2,0,.875,,,-2,-5,1.71,1.36,1.08,1.34,,,,,,,1,,kellyme01
723,Victor Vodnik,24,COL,NL,64,0,0,73.2,14,9,5,0,0,1.000,,,-2,-5,1.71,1.36,0.22,1.34,,,,,,,1,,vodnivi01
724,Jason Adam,32,2TM,2LG,74,0,0,73.2,11,4,7,0,1,1.000,,,-2,-5,1.34,1.32,0.15,1.31,,,,,,,1,,adamja01
724,Jason Adam,32,TBR,AL,47,0,0,47.0,9,2,7,0,1,1.000,,,-1,-4,1.72,1.30,0.19,1.29,,,,,,,1,,adamja01
724,Jason Adam,32,SDP,NL,27,0,0,26.2,2,2,0,0,0,1.000,,,-1,-8,0.68,1.35,0.07,1.34,,,,,,,1,,adamja01
725,Jared Shuster,25,CHW,AL,39,4,0,73.1,11,6,4,1,0,.909,,,0,0,1.23,1.31,0.26,1.29,,,,,,,1,,shustja01
726,Hunter Strickland,35,LAA,AL,72,0,0,73.1,5,2,3,0,0,1.000,,,0,0,0.61,1.31,0.07,1.29,,,,,,,1,,strichu01
727,Tristan Gray,28,2TM,2LG,13,7,6,73.0,45,29,16,0,4,1.000,2,26,3,49,5.55,5.62,3.21,5.21,,,,,,,/35H,,graytr01
727,Tristan Gray,28,MIA,NL,5,1,1,15.0,10,1,9,0,0,1.000,2,136,1,80,6.00,2.58,2.00,2.52,,,,,,,/5H,,graytr01
727,Tristan Gray,28,OAK,AL,8,6,5,58.0,35,28,7,0,4,1.000,0,-2,2,41,5.43,6.41,3.89,6.70,,,,,,,/35H,,graytr01
728,Justin Martínez,22,ARI,NL,64,0,0,72.2,9,1,7,1,0,.889,,,-1,-3,0.99,1.36,0.13,1.34,,,,,,,1,,martiju01
729,Hogan Harris,27,OAK,AL,21,9,0,72.1,7,1,5,1,0,.857,,,0,0,0.75,1.31,0.29,1.29,,,,,,,1,,harriho03
730,Trent Thornton,30,SEA,AL,71,0,0,72.1,10,3,6,1,0,.900,,,0,0,1.12,1.31,0.13,1.29,,,,,,,1,,thorntr01
731,Tanner Banks,32,2TM,2LG,63,2,0,72.1,11,0,8,3,0,.727,,,-2,-6,1.00,1.33,0.13,1.31,,,,,,,1,,banksta01
731,Tanner Banks,32,CHW,AL,41,1,0,48.0,9,0,6,3,0,.667,,,-1,-4,1.13,1.31,0.15,1.29,,,,,,,1,,banksta01
731,Tanner Banks,32,PHI,NL,22,1,0,24.1,2,0,2,0,0,1.000,,,-1,-8,0.74,1.37,0.09,1.34,,,,,,,1,,banksta01
732,Hayden Birdsong,22,SFG,NL,16,16,0,72.0,12,7,4,1,0,.917,,,0,0,1.38,1.36,0.69,1.34,,,,,,,1,,birdsha01
733,David Robertson,39,TEX,AL,68,0,0,72.0,11,3,8,0,0,1.000,,,1,3,1.38,1.31,0.16,1.29,,,,,,,1,,roberda08
734,Tanner Scott,29,2TM,NL,72,0,0,72.0,12,5,5,2,0,.833,,,-2,-6,1.25,1.36,0.14,1.34,,,,,,,1,AS,scottta01
734,Tanner Scott,29,MIA,NL,44,0,0,45.2,5,2,2,1,0,.800,,,-2,-9,0.79,1.36,0.09,1.34,,,,,,,1,,scottta01
734,Tanner Scott,29,SDP,NL,28,0,0,26.1,7,3,3,1,0,.857,,,0,0,2.05,1.37,0.21,1.34,,,,,,,1,,scottta01
735,Dennis Santana,28,2TM,2LG,62,0,0,71.2,12,6,6,0,2,1.000,,,0,0,1.51,1.34,0.19,1.32,,,,,,,1,,santade01
735,Dennis Santana,28,NYY,AL,23,0,0,27.1,4,2,2,0,1,1.000,,,-2,-15,1.32,1.32,0.17,1.29,,,,,,,1,,santade01
735,Dennis Santana,28,PIT,NL,39,0,0,44.1,8,4,4,0,1,1.000,,,2,9,1.62,1.36,0.21,1.34,,,,,,,1,,santade01
736,Ty Blach,33,COL,NL,20,12,0,71.1,19,5,14,0,2,1.000,,,4,11,2.40,1.36,0.95,1.34,,,,,,,1,,blachty01
737,Cole Sands,26,MIN,AL,62,0,0,71.1,10,5,4,1,0,.900,,,-1,-3,1.14,1.31,0.15,1.29,,,,,,,1,,sandsco01
738,A.J. Puk,29,2TM,NL,62,4,0,71.1,7,2,5,0,1,1.000,,,1,3,0.88,1.35,0.11,1.34,,,,,,,1,,pukaj01
738,A.J. Puk,29,MIA,NL,32,4,0,44.0,6,2,4,0,1,1.000,,,1,5,1.23,1.35,0.19,1.34,,,,,,,1,,pukaj01
738,A.J. Puk,29,ARI,NL,30,0,0,27.1,1,0,1,0,0,1.000,,,0,0,0.33,1.35,0.03,1.34,,,,,,,1,,pukaj01
739,Alexander Canario,24,CHC,NL,14,7,4,71.0,24,24,0,0,0,1.000,1,17,2,34,3.04,2.21,1.71,2.18,,,,,,,7/9HD,,canaral01
740,Buck Farmer,33,CIN,NL,61,1,0,71.0,6,3,3,0,0,1.000,,,-1,-3,0.76,1.36,0.10,1.34,,,,,,,1,,farmebu01
741,Josh Hader,30,HOU,AL,71,0,0,71.0,9,3,6,0,0,1.000,,,2,6,1.14,1.31,0.13,1.29,,,,,,,1,,haderjo01
742,Griffin Jax,29,MIN,AL,72,0,0,71.0,10,4,6,0,0,1.000,,,1,3,1.27,1.31,0.14,1.29,,,,,,,1,,jaxgr01
743,Nacho Alvarez Jr.,21,ATL,NL,8,8,8,70.2,21,8,13,0,3,1.000,0,-7,-1,-17,2.67,3.96,2.63,3.89,,,,,,,/45,,alvarna01
744,Kevin Kelly,26,TBR,AL,68,0,0,70.2,15,4,11,0,0,1.000,,,0,0,1.91,1.31,0.22,1.29,,,,,,,1,,kellyke02
745,Andrew Kittredge,34,STL,NL,74,0,0,70.2,11,3,7,1,1,.909,,,-2,-6,1.27,1.36,0.14,1.34,,,,,,,1,,kittran01
746,Declan Cronin,26,MIA,NL,56,0,0,70.1,8,4,3,1,0,.875,,,-5,-14,0.90,1.36,0.13,1.34,,,,,,,1,,cronide01
747,Tyler Rogers,33,SFG,NL,77,0,0,70.1,15,5,9,1,1,.933,,,-2,-6,1.79,1.36,0.18,1.34,,,,,,,1,,rogerty01
748,Will Vest,29,DET,AL,69,0,0,70.1,11,4,7,0,0,1.000,,,1,3,1.41,1.31,0.16,1.29,,,,,,,1,,vestwi01
749,Kevin Ginkel,30,ARI,NL,72,0,0,70.0,8,4,4,0,0,1.000,,,0,0,1.03,1.36,0.11,1.34,,,,,,,1,,ginkeke01
750,César Salazar,28,HOU,AL,10,7,5,70.0,89,83,4,2,0,.978,0,0,0,0,11.19,9.15,8.70,9.03,1,3,4,1,20.0,0,2/DH,,salazce01
751,Jalen Beeks,30,2TM,NL,71,0,0,70.0,11,3,7,1,1,.909,,,0,0,1.29,1.35,0.14,1.34,,,,,,,1,,beeksja02
751,Jalen Beeks,30,COL,NL,45,0,0,49.1,7,2,5,0,0,1.000,,,1,4,1.28,1.35,0.16,1.34,,,,,,,1,,beeksja02
751,Jalen Beeks,30,PIT,NL,26,0,0,20.2,4,1,2,1,1,.750,,,-1,-10,1.31,1.35,0.12,1.34,,,,,,,1,,beeksja02
752,Adrian Houser,31,NYM,NL,23,7,0,69.1,15,4,11,0,1,1.000,,,3,9,1.95,1.36,0.65,1.34,,,,,,,1,,housead01
753,Raisel Iglesias,34,ATL,NL,66,0,0,69.1,15,4,11,0,1,1.000,,,2,6,1.95,1.36,0.23,1.34,,,,,,,1,,iglesra01
754,Austin Shenton,26,TBR,AL,10,8,7,69.1,65,62,3,0,3,1.000,0,2,0,0,8.44,8.02,6.50,7.92,,,,,,,3/HD,,shentau01
755,Jahmai Jones,26,NYY,AL,19,5,4,69.0,25,16,8,1,1,.960,1,10,0,0,3.13,2.79,1.26,2.53,,,,,,,H/9D745,,jonesja08
756,Landon Knack,26,LAD,NL,15,12,0,69.0,8,7,1,0,0,1.000,,,-2,-6,1.04,1.36,0.53,1.34,,,,,,,1,,knackla01
757,Valente Bellozo,24,MIA,NL,13,13,0,68.2,9,4,5,0,0,1.000,,,1,3,1.18,1.36,0.69,1.34,,,,,,,1,,bellova01
758,Joe Jiménez,29,ATL,NL,69,0,0,68.2,6,2,3,1,0,.833,,,0,0,0.66,1.36,0.07,1.34,,,,,,,1,,jimenjo02
759,Tayler Scott,32,HOU,AL,62,1,0,68.2,16,11,5,0,0,1.000,,,1,3,2.10,1.31,0.26,1.29,,,,,,,1,,scottta02
760,Dylan Floro,33,2TM,NL,66,0,0,68.2,12,6,6,0,0,1.000,,,-1,-3,1.57,1.36,0.18,1.34,,,,,,,1,,florody01
760,Dylan Floro,33,WSN,NL,51,0,0,52.1,8,3,5,0,0,1.000,,,0,0,1.38,1.36,0.16,1.34,,,,,,,1,,florody01
760,Dylan Floro,33,ARI,NL,15,0,0,16.1,4,3,1,0,0,1.000,,,-1,-12,2.20,1.38,0.27,1.34,,,,,,,1,,florody01
761,Grant Holmes,28,ATL,NL,26,7,0,68.1,9,3,6,0,1,1.000,,,-1,-3,1.19,1.36,0.35,1.34,,,,,,,1,,holmegr01
762,Roansy Contreras,24,2TM,2LG,49,3,0,68.1,10,3,6,1,0,.900,,,0,0,1.19,1.33,0.18,1.30,,,,,,,1,,contrro01
762,Roansy Contreras,24,PIT,NL,12,0,0,16.1,2,2,0,0,0,1.000,,,0,0,1.10,1.38,0.17,1.34,,,,,,,1,,contrro01
762,Roansy Contreras,24,LAA,AL,37,3,0,52.0,8,1,6,1,0,.875,,,0,0,1.21,1.32,0.19,1.29,,,,,,,1,,contrro01
763,Beau Brieske,26,DET,AL,46,12,0,67.2,11,3,8,0,1,1.000,,,2,6,1.46,1.32,0.24,1.29,,,,,,,1,,briesbe01
764,Hayden Wesneski,26,CHC,NL,28,7,0,67.2,17,8,7,2,1,.882,,,-1,-3,2.00,1.36,0.54,1.34,,,,,,,1,,wesneha01
765,Michael Kopech,28,2TM,2LG,67,0,0,67.2,9,6,2,1,0,.889,,,-2,-6,1.06,1.33,0.12,1.31,,,,,,,1,,kopecmi01
765,Michael Kopech,28,CHW,AL,43,0,0,43.2,5,3,2,0,0,1.000,,,-1,-5,1.03,1.32,0.12,1.29,,,,,,,1,,kopecmi01
765,Michael Kopech,28,LAD,NL,24,0,0,24.0,4,3,0,1,0,.750,,,-1,-8,1.13,1.35,0.13,1.34,,,,,,,1,,kopecmi01
766,Trenton Brooks,28,SFG,NL,9,8,4,67.1,63,61,2,0,8,1.000,0,-2,0,0,8.42,8.29,7.00,8.18,,,,,,,/3HD,,brooktr01
767,Erik Miller,26,SFG,NL,73,10,0,67.1,6,0,5,1,0,.833,,,0,0,0.67,1.36,0.07,1.34,,,,,,,1,,milleer01
768,Joey Wentz,26,2TM,2LG,46,1,0,67.1,9,3,5,1,0,.889,,,-2,-6,1.07,1.31,0.17,1.30,,,,,,,1,,wentzjo01
768,Joey Wentz,26,DET,AL,38,1,0,55.1,7,3,3,1,0,.857,,,-2,-7,0.98,1.30,0.16,1.29,,,,,,,1,,wentzjo01
768,Joey Wentz,26,PIT,NL,8,0,0,12.0,2,0,2,0,0,1.000,,,0,0,1.50,1.35,0.25,1.34,,,,,,,/1,,wentzjo01
769,Tim Hill,34,2TM,AL,62,0,0,67.0,27,4,21,2,1,.926,,,0,0,3.36,1.30,0.40,1.29,,,,,,,1,,hillti01
769,Tim Hill,34,CHW,AL,27,0,0,23.0,8,1,5,2,0,.750,,,-1,-9,2.35,1.29,0.22,1.29,,,,,,,1,,hillti01
769,Tim Hill,34,NYY,AL,35,0,0,44.0,19,3,16,0,1,1.000,,,1,5,3.89,1.31,0.54,1.29,,,,,,,1,,hillti01
770,Jakob Junis,31,2TM,NL,24,6,0,67.0,6,2,4,0,2,1.000,,,1,3,0.81,1.36,0.25,1.34,,,,,,,1,,junisja01
770,Jakob Junis,31,MIL,NL,10,1,0,26.0,4,2,2,0,1,1.000,,,0,0,1.38,1.35,0.40,1.34,,,,,,,1,,junisja01
770,Jakob Junis,31,CIN,NL,14,5,0,41.0,2,0,2,0,1,1.000,,,1,5,0.44,1.36,0.14,1.34,,,,,,,1,,junisja01
771,Fernando Cruz,34,CIN,NL,69,3,0,66.2,9,2,7,0,0,1.000,,,1,3,1.22,1.36,0.13,1.34,,,,,,,1,,cruzfe01
772,Ryan Fernandez,26,STL,NL,62,0,0,66.2,11,5,6,0,0,1.000,,,-1,-3,1.49,1.36,0.18,1.34,,,,,,,1,,fernary01
773,José Leclerc,30,TEX,AL,64,0,0,66.2,8,2,5,1,1,.875,,,0,0,0.95,1.31,0.11,1.29,,,,,,,1,,leclejo01
774,Jesús Luzardo,26,MIA,NL,12,12,0,66.2,13,3,10,0,0,1.000,,,2,6,1.76,1.36,1.08,1.34,,,,,,,1,,luzarje01
775,Trevor Williams,32,WSN,NL,13,13,0,66.2,7,2,5,0,0,1.000,,,2,6,0.95,1.36,0.54,1.34,,,,,,,1,,willitr01
776,Shawn Armstrong,33,3TM,2LG,57,7,0,66.2,4,0,4,0,1,1.000,,,-3,-9,0.54,1.32,0.07,1.31,,,,,,,1,,armstsh01
776,Shawn Armstrong,33,2TM,NL,19,0,0,20.0,1,0,1,0,1,1.000,,,-1,-10,0.45,1.35,0.05,1.34,,,,,,,1,,armstsh01
776,Shawn Armstrong,33,TBR,AL,38,7,0,46.2,3,0,3,0,0,1.000,,,-2,-9,0.58,1.31,0.08,1.29,,,,,,,1,,armstsh01
776,Shawn Armstrong,33,STL,NL,11,0,0,12.2,0,0,0,0,0,,,,-1,-16,0.00,1.35,0.00,1.34,,,,,,,1,,armstsh01
776,Shawn Armstrong,33,CHC,NL,8,0,0,7.1,1,0,1,0,1,1.000,,,0,0,1.23,1.35,0.13,1.34,,,,,,,/1,,armstsh01
777,Ryan Helsley,29,STL,NL,65,0,0,66.1,9,6,3,0,2,1.000,,,0,0,1.22,1.36,0.14,1.34,,,,,,,1,ASCYA-9,helslry01
778,Jeff Hoffman,31,PHI,NL,68,0,0,66.1,10,9,1,0,0,1.000,,,-2,-6,1.36,1.36,0.15,1.34,,,,,,,1,AS,hoffmje02
779,Ryan Thompson,32,ARI,NL,67,0,0,66.1,21,7,13,1,1,.952,,,-1,-3,2.71,1.36,0.30,1.34,,,,,,,1,,thompry02
780,Alex Vesia,28,LAD,NL,67,0,0,66.1,8,1,6,1,1,.875,,,1,3,0.95,1.36,0.10,1.34,,,,,,,1,,vesiaal01
781,Nate Pearson,27,2TM,2LG,60,1,0,66.1,1,1,0,0,0,1.000,,,-2,-6,0.14,1.33,0.02,1.31,,,,,,,1,,pearsna01
781,Nate Pearson,27,TOR,AL,41,0,0,40.0,1,1,0,0,0,1.000,,,-2,-10,0.23,1.31,0.02,1.29,,,,,,,1,,pearsna01
781,Nate Pearson,27,CHC,NL,19,1,0,26.1,0,0,0,0,0,,,,0,0,0.00,1.37,0.00,1.34,,,,,,,1,,pearsna01
782,Jacob Barnes,34,WSN,NL,63,0,0,66.0,9,6,2,1,0,.889,,,-2,-6,1.09,1.36,0.13,1.34,,,,,,,1,,barneja01
783,Tim Herrin,27,CLE,AL,75,0,0,65.2,20,2,17,1,2,.950,,,4,12,2.60,1.32,0.25,1.29,,,,,,,1,,herriti01
784,Brent Suter,34,CIN,NL,47,3,0,65.2,18,7,10,1,0,.944,,,2,6,2.33,1.36,0.36,1.34,,,,,,,1,,suterbr01
785,Jack Kochanowicz,23,LAA,AL,11,11,0,65.1,10,3,7,0,1,1.000,,,1,3,1.38,1.31,0.91,1.29,,,,,,,1,,kochaja01
786,Trevor Richards,31,2TM,AL,55,2,0,65.1,7,2,2,3,0,.571,,,0,0,0.55,1.31,0.07,1.29,,,,,,,1,,richatr01
786,Trevor Richards,31,TOR,AL,45,2,0,52.1,5,1,2,2,0,.600,,,1,4,0.52,1.31,0.07,1.29,,,,,,,1,,richatr01
786,Trevor Richards,31,MIN,AL,10,0,0,13.0,2,1,0,1,0,.500,,,-1,-15,0.69,1.32,0.10,1.29,,,,,,,1,,richatr01
787,Mason Miller,25,OAK,AL,55,0,0,65.0,3,2,1,0,0,1.000,,,-1,-3,0.42,1.32,0.05,1.29,,,,,,,1,ASROY-4,millema03
788,Blake Sabol,26,SFG,NL,8,7,5,65.0,70,66,1,3,0,.957,-3,-55,0,0,9.28,9.06,8.38,8.94,0,5,11,0,0.0,0,/2DH,,sabolbl01
789,Robert Suarez,33,SDP,NL,65,0,0,65.0,7,5,2,0,0,1.000,,,1,3,0.97,1.36,0.11,1.34,,,,,,,1,AS,suarero01
790,Hoby Milner,33,MIL,NL,61,1,0,64.2,23,11,12,0,0,1.000,,,4,12,3.20,1.36,0.38,1.34,,,,,,,1,,milneho01
791,David Festa,24,MIN,AL,14,13,0,64.1,5,1,4,0,0,1.000,,,-1,-3,0.70,1.32,0.36,1.29,,,,,,,1,,festada01
792,Tyler Kinley,33,COL,NL,67,0,0,64.0,10,2,7,1,0,.900,,,-1,-3,1.27,1.36,0.13,1.34,,,,,,,1,,kinlety01
793,Enyel De Los Santos,28,3TM,2LG,64,0,0,64.0,8,3,4,1,0,.875,,,0,0,0.98,1.34,0.11,1.33,,,,,,,1,,delosen01
793,Enyel De Los Santos,28,2TM,AL,20,0,0,23.2,6,2,4,0,0,1.000,,,2,17,2.28,1.29,0.30,1.30,,,,,,,1,,delosen01
793,Enyel De Los Santos,28,SDP,NL,44,0,0,40.1,2,1,0,1,0,.500,,,-2,-10,0.22,1.36,0.02,1.34,,,,,,,1,,delosen01
793,Enyel De Los Santos,28,NYY,AL,5,0,0,6.1,1,1,0,0,0,1.000,,,0,0,1.42,1.28,0.20,1.30,,,,,,,/1,,delosen01
793,Enyel De Los Santos,28,CHW,AL,15,0,0,17.1,5,1,4,0,0,1.000,,,2,23,2.60,1.30,0.33,1.29,,,,,,,1,,delosen01
794,Phil Maton,31,2TM,2LG,71,0,0,64.0,9,2,7,0,0,1.000,,,0,0,1.27,1.32,0.13,1.31,,,,,,,1,,matonph01
794,Phil Maton,31,TBR,AL,40,0,0,35.1,4,0,4,0,0,1.000,,,0,0,1.02,1.30,0.10,1.29,,,,,,,1,,matonph01
794,Phil Maton,31,NYM,NL,31,0,0,28.2,5,2,3,0,0,1.000,,,0,0,1.57,1.35,0.16,1.34,,,,,,,1,,matonph01
795,Kyle Finnegan,32,WSN,NL,65,0,0,63.2,5,0,5,0,1,1.000,,,-2,-6,0.71,1.36,0.08,1.34,,,,,,,1,AS,finneky01
796,Adrián Morejón,25,SDP,NL,60,0,0,63.2,6,1,5,0,0,1.000,,,-3,-9,0.85,1.36,0.10,1.34,,,,,,,1,,morejad01
797,Osvaldo Bido,28,OAK,AL,16,9,0,63.1,9,3,5,1,0,.889,,,-1,-3,1.14,1.31,0.50,1.29,,,,,,,1,,bidoos01
798,Jesse Chavez,40,ATL,NL,46,0,0,63.1,11,2,8,1,0,.909,,,0,0,1.42,1.36,0.22,1.34,,,,,,,1,,chaveje01
799,Greg Weissert,29,BOS,AL,62,0,0,63.1,11,4,7,0,1,1.000,,,1,3,1.56,1.31,0.18,1.29,,,,,,,1,,weissgr01
800,Clay Holmes,31,NYY,AL,67,0,0,63.0,10,6,4,0,0,1.000,,,-2,-6,1.43,1.31,0.15,1.29,,,,,,,1,AS,holmecl01
801,Daniel Hudson,37,LAD,NL,65,0,0,63.0,7,4,3,0,0,1.000,,,0,0,1.00,1.36,0.11,1.34,,,,,,,1,,hudsoda01
802,Orion Kerkering,23,PHI,NL,64,2,0,63.0,4,3,1,0,0,1.000,,,-1,-3,0.57,1.36,0.06,1.34,,,,,,,1,,kerkeor01
803,Génesis Cabrera,27,TOR,AL,69,0,0,62.2,6,3,3,0,0,1.000,,,-2,-6,0.86,1.31,0.09,1.29,,,,,,,1,,cabrege01
804,Yuki Matsui,28,SDP,NL,64,0,0,62.2,6,1,4,1,0,.833,,,-1,-3,0.72,1.36,0.08,1.34,,,,,,,1,,matsuyu01
805,Matt Strahm,32,PHI,NL,66,0,0,62.2,3,1,2,0,0,1.000,,,1,3,0.43,1.36,0.05,1.34,,,,,,,1,AS,strahma01
806,Donovan Walton,30,SFG,NL,9,6,6,62.2,26,10,16,0,1,1.000,0,-8,1,19,3.73,4.12,2.89,3.78,,,,,,,/41H,,waltodo01
807,Bryan Hudson,27,MIL,NL,43,0,0,62.1,10,5,5,0,0,1.000,,,1,3,1.44,1.36,0.23,1.34,,,,,,,1,,hudsobr01
808,Jared Koenig,30,MIL,NL,55,6,0,62.0,7,0,5,2,0,.714,,,-1,-3,0.73,1.36,0.09,1.34,,,,,,,1,,koenija01
809,Tyson Miller,28,2TM,2LG,58,0,0,62.0,5,3,2,0,0,1.000,,,-1,-3,0.73,1.35,0.09,1.33,,,,,,,1,,millety01
809,Tyson Miller,28,SEA,AL,9,0,0,11.2,1,1,0,0,0,1.000,,,0,0,0.77,1.31,0.11,1.29,,,,,,,/1,,millety01
809,Tyson Miller,28,CHC,NL,49,0,0,50.1,4,2,2,0,0,1.000,,,-1,-4,0.72,1.36,0.08,1.34,,,,,,,1,,millety01
