Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
250,Chas McCormick,29,HOU,AL,93,72,46,646.0,162,160,1,1,0,.994,4,7,-2,-4,2.24,2.27,1.73,2.24,,,,,,,798/H,,mccorch01
251,Richie Palacios,27,TBR,AL,86,70,58,645.1,226,132,87,7,15,.969,6,11,5,9,3.05,2.97,2.41,2.94,,,,,,,497H/D56,,palacri01
252,Vidal Bruján,26,MIA,NL,87,68,51,630.0,264,116,139,9,29,.966,-2,-4,4,8,3.64,3.47,2.60,3.33,,,,,,,46H58/9713,,brujavi01
253,Edmundo Sosa,28,PHI,NL,86,68,50,628.2,291,101,184,6,36,.979,2,4,6,11,4.08,3.63,3.13,3.52,,,,,,,654H,,sosaed01
254,Jake Bauers,28,MIL,NL,89,69,49,628.1,484,441,38,5,42,.990,-2,-4,-2,-4,6.86,7.56,4.99,6.90,,,,,,,3HD9/71,,bauerja01
255,Brett Wisely,25,SFG,NL,86,68,54,626.2,288,85,200,3,43,.990,2,4,4,8,4.09,3.96,3.10,3.93,,,,,,,46H/538,,wiselbr01
256,Taylor Walls,27,TBR,AL,83,68,64,625.1,255,80,172,3,33,.988,14,27,12,23,3.63,3.70,3.04,3.65,,,,,,,6/HD,,wallsta01
257,Jose Iglesias,34,NYM,NL,85,69,47,625.0,250,91,156,3,38,.988,1,1,4,8,3.56,3.81,2.40,3.52,,,,,,,45/H6,,iglesjo01
258,Seiya Suzuki,29,CHC,NL,73,72,69,625.0,158,150,5,3,3,.981,-1,-1,2,4,2.23,2.21,2.12,2.18,,,,,,,9D/7H,,suzukse01
259,Edouard Julien,25,MIN,AL,90,71,47,624.1,258,87,166,5,25,.981,-5,-10,-6,-12,3.65,3.98,2.78,3.95,,,,,,,4H/D3,,julieed01
260,Michael Massey,26,KCR,AL,82,70,55,623.1,302,122,177,3,39,.990,-1,-2,0,0,4.32,3.97,3.65,3.91,,,,,,,4HD,,massemi02
261,Luis Rengifo,27,LAA,AL,75,71,61,622.2,243,87,150,6,29,.975,-3,-6,-4,-8,3.43,3.08,2.93,3.01,,,,,,,54/H69D,,rengilu01
262,Jack Suwinski,25,PIT,NL,85,67,45,617.2,178,177,0,1,0,.994,1,3,-15,-29,2.58,2.21,2.08,2.18,,,,,,,879H,,suwinja01
263,Víctor Robles,27,2TM,2LG,87,73,48,616.2,172,165,4,3,1,.983,8,15,4,8,2.47,2.26,1.94,2.23,,,,,,,897/HD,,roblevi01
263,Víctor Robles,27,WSN,NL,14,10,7,82.2,27,25,1,1,0,.963,2,26,2,29,2.83,2.21,1.86,2.18,,,,,,,/89H,,roblevi01
263,Víctor Robles,27,SEA,AL,73,63,41,534.0,145,140,3,2,1,.986,6,13,2,4,2.41,2.27,1.96,2.24,,,,,,,897/HD,,roblevi01
264,Dominic Smith,29,2TM,2LG,82,71,48,616.0,556,472,77,7,49,.987,9,18,-2,-4,8.02,8.01,6.46,7.70,,,,,,,3H/D1,,smithdo02
264,Dominic Smith,29,BOS,AL,77,66,46,576.2,526,443,76,7,45,.987,9,19,-2,-4,8.10,8.00,6.49,7.67,,,,,,,3H/D1,,smithdo02
264,Dominic Smith,29,CIN,NL,5,5,2,39.1,30,29,1,0,4,1.000,0,3,0,0,6.86,8.28,6.00,8.18,,,,,,,/3DH,,smithdo02
265,Miguel Andujar,29,OAK,AL,72,71,64,615.2,141,129,10,2,1,.986,9,17,-1,-2,2.03,2.27,1.90,2.32,,,,,,,7/D3H,,andujmi01
266,Abraham Toro,27,OAK,AL,79,71,57,614.1,217,84,128,5,18,.977,-1,-2,-2,-4,3.11,3.10,2.62,3.12,,,,,,,54DH/37,,toroab01
267,Austin Martin,25,MIN,AL,82,69,42,612.0,160,139,20,1,3,.994,-8,-16,-13,-25,2.34,2.53,1.81,2.51,,,,,,,78H4/D,,martiau01
268,Kevin Pillar,35,2TM,AL,86,67,55,607.2,153,150,2,1,0,.993,-4,-8,-2,-4,2.25,2.27,1.77,2.24,,,,,,,8H79D,,pillake01
268,Kevin Pillar,35,CHW,AL,14,8,6,72.2,17,17,0,0,0,1.000,1,12,0,0,2.11,2.27,1.21,2.24,,,,,,,/H89D,,pillake01
268,Kevin Pillar,35,LAA,AL,72,59,49,535.0,136,133,2,1,0,.993,-5,-11,-2,-4,2.27,2.27,1.88,2.24,,,,,,,8H79/D,,pillake01
269,Joey Loperfido,25,2TM,AL,76,69,45,604.2,158,156,2,0,0,1.000,7,13,6,12,2.35,2.30,2.05,2.39,,,,,,,789/H3D,,loperjo01
269,Joey Loperfido,25,HOU,AL,35,31,18,275.1,64,63,1,0,0,1.000,6,25,2,9,2.09,2.33,1.83,2.40,,,,,,,79/H83D,,loperjo01
269,Joey Loperfido,25,TOR,AL,41,38,27,329.1,94,93,1,0,0,1.000,1,4,4,15,2.57,2.27,2.24,2.37,,,,,,,78/H3D,,loperjo01
270,Elias Díaz,33,2TM,NL,79,70,62,604.1,500,467,29,4,1,.992,0,0,5,10,7.39,9.06,6.28,8.94,1,34,47,18,27.7,0,2D/H,,diazel01
270,Elias Díaz,33,COL,NL,67,63,57,538.1,434,403,27,4,1,.991,0,0,5,11,7.19,9.06,6.42,8.94,0,30,44,17,27.9,0,2D/H,,diazel01
270,Elias Díaz,33,SDP,NL,12,7,5,66.0,66,64,2,0,0,1.000,0,0,0,0,9.00,9.05,5.50,8.94,1,4,3,1,25.0,0,2,,diazel01
271,Jacob Stallings,34,COL,NL,76,67,58,603.2,537,506,24,7,1,.987,0,0,-6,-12,7.90,9.06,6.97,8.94,1,18,61,16,20.8,1,2/HD,,stallja01
272,Max Muncy,33,LAD,NL,72,66,64,602.1,165,44,115,6,16,.964,3,7,5,10,2.38,2.55,2.21,2.51,,,,,,,5/H,,muncyma01
273,Xavier Edwards,24,MIA,NL,70,68,65,599.0,247,91,149,7,32,.972,-13,-26,-8,-16,3.61,3.83,3.43,3.77,,,,,,,6/H4,,edwarxa01
274,Sean Murphy,29,ATL,NL,69,67,63,594.0,741,709,27,5,3,.993,2,4,4,8,11.15,9.06,10.67,8.94,2,11,62,15,19.5,0,2/H,,murphse01
275,Kyle Tucker,27,HOU,AL,70,68,62,592.2,128,124,4,0,2,1.000,9,18,7,14,1.94,2.27,1.83,2.24,,,,,,,9/DH,AS,tuckeky01
276,Eddie Rosario,32,2TM,NL,75,67,45,592.2,131,126,3,2,2,.985,-5,-9,-4,-8,1.96,2.21,1.72,2.18,,,,,,,79D8/H,,rosared01
276,Eddie Rosario,32,WSN,NL,51,44,31,400.2,94,91,1,2,1,.979,-4,-13,-5,-15,2.07,2.21,1.80,2.18,,,,,,,97D8/H,,rosared01
276,Eddie Rosario,32,ATL,NL,24,23,14,192.0,37,35,2,0,1,1.000,0,-1,1,6,1.73,2.21,1.54,2.18,,,,,,,7/H,,rosared01
277,Spencer Horwitz,26,TOR,AL,73,69,49,588.2,370,271,96,3,40,.992,-5,-11,-6,-12,5.61,6.04,4.59,5.97,,,,,,,34DH,,horwisp01
278,Nick Gordon,28,MIA,NL,82,68,53,588.1,148,136,9,3,1,.980,2,4,-7,-14,2.22,2.26,1.75,2.32,,,,,,,7H8/49D,,gordoni01
279,Nolan Jones,26,COL,NL,69,67,64,583.2,112,103,4,5,0,.955,-2,-4,-4,-8,1.65,2.21,1.55,2.18,,,,,,,7/DH,,jonesno01
280,Jason Heyward,34,2TM,2LG,85,63,49,580.0,149,145,2,2,0,.987,12,26,5,10,2.28,2.23,1.73,2.20,,,,,,,9H/78,,heywaja01
280,Jason Heyward,34,LAD,NL,61,49,38,435.0,115,113,1,1,0,.991,10,27,3,8,2.36,2.21,1.87,2.18,,,,,,,9/H8,,heywaja01
280,Jason Heyward,34,HOU,AL,24,14,11,145.0,34,32,1,1,0,.971,3,21,2,17,2.05,2.27,1.38,2.24,,,,,,,9/7H8,,heywaja01
281,Dominic Fletcher,26,CHW,AL,71,64,55,567.2,179,165,8,6,1,.966,-5,-11,7,15,2.74,2.27,2.44,2.24,,,,,,,98/H7,,fletcdo01
282,Garrett Hampson,29,KCR,AL,112,59,28,567.1,191,148,40,3,11,.984,9,20,9,19,2.98,2.76,1.49,3.00,,,,,,,8H74/36951,,hampsga01
283,Amed Rosario,28,3TM,2LG,73,63,43,565.2,162,93,67,2,12,.988,-10,-22,-11,-23,2.55,3.11,1.95,3.08,,,,,,,49DH56,,rosaram01
283,Amed Rosario,28,2TM,NL,13,8,2,70.0,21,12,9,0,2,1.000,-2,-36,-1,-17,2.70,3.21,1.40,3.18,,,,,,,D/H4965,,rosaram01
283,Amed Rosario,28,TBR,AL,60,55,41,495.2,141,81,58,2,10,.986,-8,-20,-10,-24,2.52,3.10,2.07,3.06,,,,,,,4956DH,,rosaram01
283,Amed Rosario,28,LAD,NL,5,3,0,24.0,12,4,8,0,2,1.000,0,-10,0,0,4.50,3.94,2.40,3.64,,,,,,,/46H5,,rosaram01
283,Amed Rosario,28,CIN,NL,8,5,2,46.0,9,8,1,0,0,1.000,-2,-50,-1,-26,1.76,2.84,0.90,2.95,,,,,,,D/9H4,,rosaram01
284,Kyle Farmer,33,MIN,AL,102,59,29,565.0,188,57,129,2,17,.989,1,3,-4,-8,2.96,3.57,1.59,3.48,,,,,,,45H6/13D,,farmeky01
285,Chris Taylor,33,LAD,NL,85,56,34,564.0,151,98,51,2,10,.987,-5,-10,-2,-4,2.38,2.72,1.51,2.66,,,,,,,754H/8,,tayloch03
286,Yasmani Grandal,35,PIT,NL,71,62,54,563.1,589,572,10,7,1,.988,-4,-8,0,0,9.30,9.06,7.97,8.92,5,8,66,6,8.3,0,2/H3,,grandya01
287,Nick Ahmed,34,3TM,NL,69,66,58,563.1,255,77,175,3,40,.988,-2,-5,-1,-2,4.03,3.83,3.65,3.78,,,,,,,6/H4,,ahmedni01
287,Nick Ahmed,34,SFG,NL,51,50,44,426.0,198,61,134,3,33,.985,0,0,0,0,4.12,3.82,3.82,3.77,,,,,,,6/H,,ahmedni01
287,Nick Ahmed,34,LAD,NL,16,14,12,120.1,46,13,33,0,7,1.000,-3,-26,0,0,3.44,3.82,2.88,3.77,,,,,,,6/H,,ahmedni01
287,Nick Ahmed,34,SDP,NL,2,2,2,17.0,11,3,8,0,0,1.000,0,28,-1,-71,5.82,4.02,5.50,3.95,,,,,,,/46,,ahmedni01
288,James McCann,34,BAL,AL,66,63,59,560.2,564,528,28,8,2,.986,-2,-4,-5,-11,8.93,9.15,8.42,8.91,0,25,39,12,23.5,0,2/1,,mccanja02
289,Dylan Carlson,25,2TM,2LG,86,54,41,558.1,145,143,1,1,1,.993,-2,-4,-6,-13,2.32,2.24,1.67,2.20,,,,,,,798H/D,,carlsdy01
289,Dylan Carlson,25,STL,NL,57,28,18,317.1,90,88,1,1,1,.989,3,11,-3,-11,2.52,2.21,1.56,2.18,,,,,,,98H/7D,,carlsdy01
289,Dylan Carlson,25,TBR,AL,29,26,23,241.0,55,55,0,0,0,1.000,-5,-24,-3,-15,2.05,2.27,1.90,2.24,,,,,,,7/H9D,,carlsdy01
290,Ryan O'Hearn,30,BAL,AL,78,68,41,557.2,361,337,19,5,28,.986,-5,-10,-4,-9,5.75,6.40,4.34,6.05,,,,,,,3DH9/7,,ohearry01
291,Victor Caratini,30,HOU,AL,69,63,59,556.0,587,557,27,3,10,.995,-1,-1,3,6,9.45,9.00,8.46,8.85,0,17,50,12,19.4,0,2H3/D,,caratvi01
292,Brandon Lowe,29,TBR,AL,69,64,56,555.1,281,151,130,0,35,1.000,2,3,1,2,4.55,4.67,3.96,4.65,,,,,,,4D3H,,lowebr01
293,Joey Gallo,30,WSN,NL,69,61,55,554.2,479,453,25,1,45,.998,4,8,6,13,7.76,7.45,6.83,7.24,,,,,,,3/9HD7,,gallojo01
294,Ezequiel Durán,25,TEX,AL,75,63,45,553.0,228,138,85,5,18,.978,7,14,2,4,3.63,3.59,2.90,3.47,,,,,,,573DH/6498,,duranez01
295,Jose Trevino,31,NYY,AL,72,62,48,546.1,580,552,22,6,2,.990,0,0,9,20,9.46,9.13,7.86,8.82,5,15,57,13,18.6,1,2/H1,,trevijo01
296,Joey Bart,27,PIT,NL,69,62,56,545.0,525,498,23,4,3,.992,-3,-7,-4,-9,8.60,9.06,7.55,8.94,4,17,67,15,18.3,0,2D/H,,bartjo01
297,Pedro Pagés,25,STL,NL,67,60,56,543.2,521,490,28,3,1,.994,-2,-4,3,7,8.58,9.06,7.73,8.93,3,15,61,14,18.7,0,2/H3,,pagespe02
298,Tyler Nevin,27,OAK,AL,80,64,24,542.0,303,261,38,4,25,.987,-7,-16,-1,-2,4.96,4.57,3.22,4.62,,,,,,,359H7/D,,nevinty01
299,Austin Hays,28,2TM,2LG,76,59,48,541.2,118,115,2,1,0,.992,-2,-5,-8,-18,1.94,2.25,1.54,2.22,,,,,,,7H/9D,,haysau01
299,Austin Hays,28,BAL,AL,55,38,31,360.0,83,80,2,1,0,.988,-1,-2,-4,-13,2.05,2.27,1.49,2.24,,,,,,,7H/9D,,haysau01
299,Austin Hays,28,PHI,NL,21,21,17,181.2,35,35,0,0,0,1.000,-2,-11,-4,-26,1.73,2.21,1.67,2.18,,,,,,,7/H,,haysau01
300,Tim Anderson,31,MIA,NL,63,62,59,537.1,245,66,170,9,34,.963,0,1,0,0,3.95,3.82,3.75,3.77,,,,,,,6/H,,anderti01
301,Stuart Fairchild,28,CIN,NL,84,54,39,526.0,171,170,1,0,1,1.000,5,10,6,14,2.93,2.21,2.04,2.18,,,,,,,8H97/D,,faircst01
302,Mike Tauchman,33,CHC,NL,75,54,42,521.0,115,113,1,1,1,.991,-4,-9,-5,-12,1.97,2.21,1.52,2.18,,,,,,,9HD78,,tauchmi01
